0,2410,21.361943
0,2420,21.197600
0,2430,21.381659
0,2440,21.798587
0,2450,21.993991
0,2460,21.938619
0,2470,21.965876
0,2480,22.244730
0,2490,22.345035
0,2500,22.180644
0,5180,23.787748
0,5210,23.368877
0,5240,23.325666
0,5270,24.045074
0,5300,23.501328
0,5330,23.271803
0,5360,23.770335
0,5390,24.086080
0,5420,24.335519
0,5450,23.110130
0,5480,23.194086
0,5510,23.347062
0,5540,23.418385
0,5570,23.270949
0,5600,23.419790
0,5630,24.122827
0,5660,23.364897
0,5690,23.185751
0,5720,23.042242
0,5750,23.908525
0,5780,22.967674
0,5810,23.022799
1,2410,21.017213
1,2420,20.930779
1,2430,21.010191
1,2440,21.447867
1,2450,21.804940
1,2460,21.868405
1,2470,21.781488
1,2480,21.983809
1,2490,22.303124
1,2500,22.138982
1,5180,23.018226
1,5210,23.679460
1,5240,23.761085
1,5270,23.991229
1,5300,25.058425
1,5330,25.287479
1,5360,24.865840
1,5390,24.043000
1,5420,24.521119
1,5450,23.506313
1,5480,22.919761
1,5510,22.772233
1,5540,23.227803
1,5570,23.529113
1,5600,23.618600
1,5630,24.067384
1,5660,23.990745
1,5690,23.758126
1,5720,23.855857
1,5750,25.031726
1,5780,24.323051
1,5810,23.542856
